include,geographic_scale,study_area,specific_area,taxonomic_resolution,taxonomic_unit_revised,kingdom,phylum,class,order,family,genus,ecosystem,realm,information_source,gradient,position,measurement_type,observation,startperiod_orig,startperiod_startyear,startperiod_endyear,startperiod_midyear,endperiod_orig,endperiod_startyear,endperiod_endyear,endperiod_midyear,n_years,n_years_midyear,number_of_censuses,magnitude_of_shift,unit_of_shift,azimuth_of_shift,shift_tested,shift_significant,data_cleaning,modelling_conducted,other_effects,shift_source,language,reference_no,publication_id,doi,authors,article_title,publication_year,source_title,data_section,notes,lat_mean,comment,edit_info,recorder_name
1,regional,Tohoku,Miyagi,species,Etmopterus lucifer,Animalia,Chordata,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,marine,marine,scientific survey,longitude,centroid,abundance_density,abundance,2003,2003,2003,2003,2019,2019,2019,2019,16,16,17,0.12129905871871971,km/year,NA,yes,yes,yes,yes,"fishery pressure, species interaction",estimated,en,E0406,Kakehi et al. 2021,10.3354/meps13852,"Kakehi, S; Narimatsu, Y; Okamura, Y; Yagura, A; Ito, S",Bottom temperature warming and its impact on demersal fish off the pacific coast of northeastern japan,2021,Marine Ecology Progress Series,"Fig. 5, 6, 7, 8, 9",longitudinal shift was read from the figure showing 16 years regression line (trend analysis) by hayashi.,36,added this new range shift result for longitude. calculation by hayashi.,na,Sakiyama
1,regional,Tohoku,Miyagi,species,Pterothrissus gissu,Animalia,Chordata,Teleostei,Albuliformes,Albulidae,Pterothrissus,marine,marine,scientific survey,longitude,centroid,abundance_density,abundance,2003,2003,2003,2003,2019,2019,2019,2019,16,16,17,0.10128511997149914,km/year,NA,yes,no,yes,yes,"fishery pressure, species interaction",estimated,en,E0406,Kakehi et al. 2021,10.3354/meps13852,"Kakehi, S; Narimatsu, Y; Okamura, Y; Yagura, A; Ito, S",Bottom temperature warming and its impact on demersal fish off the pacific coast of northeastern japan,2021,Marine Ecology Progress Series,"Fig. 5, 6, 7, 8, 9",longitudinal shift was read from the figure showing 16 years regression line (trend analysis) by hayashi.,36,added this new range shift result for longitude. calculation by hayashi.,na,Sakiyama
1,regional,Tohoku,Miyagi,species,Abyssicola macrochir,Animalia,Chordata,Teleostei,Gadiformes,Macrouridae,Abyssicola,marine,marine,scientific survey,longitude,centroid,abundance_density,abundance,2003,2003,2003,2003,2019,2019,2019,2019,16,16,17,0.23752039455103985,km/year,NA,yes,yes,yes,yes,"fishery pressure, species interaction",estimated,en,E0406,Kakehi et al. 2021,10.3354/meps13852,"Kakehi, S; Narimatsu, Y; Okamura, Y; Yagura, A; Ito, S",Bottom temperature warming and its impact on demersal fish off the pacific coast of northeastern japan,2021,Marine Ecology Progress Series,"Fig. 5, 6, 7, 8, 9",longitudinal shift was read from the figure showing 16 years regression line (trend analysis) by hayashi.,36,added this new range shift result for longitude. calculation by hayashi.,na,Sakiyama
1,regional,Tohoku,Miyagi,species,Malacocottus zonurus,Animalia,Chordata,Teleostei,Perciformes,Psychrolutidae,Malacocottus,marine,marine,scientific survey,longitude,centroid,abundance_density,abundance,2003,2003,2003,2003,2019,2019,2019,2019,16,16,17,0.05231727469494705,km/year,NA,yes,yes,yes,yes,"fishery pressure, species interaction",estimated,en,E0406,Kakehi et al. 2021,10.3354/meps13852,"Kakehi, S; Narimatsu, Y; Okamura, Y; Yagura, A; Ito, S",Bottom temperature warming and its impact on demersal fish off the pacific coast of northeastern japan,2021,Marine Ecology Progress Series,"Fig. 5, 6, 7, 8, 9",longitudinal shift was read from the figure showing 16 years regression line (trend analysis) by hayashi.,36,added this new range shift result for longitude. calculation by hayashi.,na,Sakiyama
1,regional,Tohoku,Miyagi,species,Bothrocara tanakae,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Bothrocara,marine,marine,scientific survey,longitude,centroid,abundance_density,abundance,2003,2003,2003,2003,2019,2019,2019,2019,16,16,17,0.0781052571888861,km/year,NA,yes,yes,yes,yes,"fishery pressure, species interaction",estimated,en,E0406,Kakehi et al. 2021,10.3354/meps13852,"Kakehi, S; Narimatsu, Y; Okamura, Y; Yagura, A; Ito, S",Bottom temperature warming and its impact on demersal fish off the pacific coast of northeastern japan,2021,Marine Ecology Progress Series,"Fig. 5, 6, 7, 8, 9",longitudinal shift was read from the figure showing 16 years regression line (trend analysis) by hayashi.,36,added this new range shift result for longitude. calculation by hayashi.,na,Sakiyama
1,entire_japan,Japan,Japan,species,Cheilomenes sexmaculata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,terrestrial,terrestrial,literature and specimens,horizontal,leading edge,occurrence,occurrence,1910-1939,1910,1939,1924.5,1991,1991,1991,1991,81,66.5,39,19.07096400997642,km/year,54.09568165758037,NA,NA,NA,NA,NA,NA,en,E2247,Kawakami et al. 2014,10.1007/s13355-013-0224-0,"Y Kawakami, K Yamazaki, K Ohashi",Northward expansion and climatic factors affecting the distribution limits of cheilomenes sexmaculata (coleoptera: coccinellidae) in japan,2014,Applied Entomology and Zoology,Table 1,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,entire_japan,Japan,Japan,species,Cheilomenes sexmaculata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,terrestrial,terrestrial,literature and specimens,latitude,leading edge,occurrence,occurrence,1910-1939,1910,1939,1924.5,1991,1991,1991,1991,81,66.5,39,11.183850405560039,km/year,NA,yes,yes,yes,no,na,stated,en,E2247,Kawakami et al. 2014,10.1007/s13355-013-0224-0,"Y Kawakami, K Yamazaki, K Ohashi",Northward expansion and climatic factors affecting the distribution limits of cheilomenes sexmaculata (coleoptera: coccinellidae) in japan,2014,Applied Entomology and Zoology,Table 1,"changes in the leading edge can be visually inferred from the maps of japan in figures 1 and 3; however, these estimates are imprecise because latitude, longitude, and the coordinate system are not provided. quantitatively, the results section only indicates the post-shift latitude as ""approximately 36°n"" and the discussion states that ""the range shifted northward from 33°n to 36°n"".",NA,na,"edited the entry for magnitude after recalculation. shift was computable for both latitude and longitude so the row was duplicated. the shift was calculated using the latitude and longitude coordinates of the cities based on table 1 and figure 1, of which the error is marginal considering thelarge extent of the study (western japan was the study area and sampling locations were indicated by city names). information on number of censuses was not provided in the literature. we assigned 39 for this column to present the number of studies that this e2247 study referred to build the species distribution records, based on the table 1, considering that one set of distribution survey (census) was conducted per study.",Sueyoshi
1,entire_japan,Japan,Japan,species,Cheilomenes sexmaculata,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cheilomenes,terrestrial,terrestrial,literature and specimens,longitude,leading edge,occurrence,occurrence,1910-1939,1910,1939,1924.5,1991,1991,1991,1991,81,66.5,39,15.447432096496508,km/year,NA,yes,yes,yes,no,na,stated,en,E2247,Kawakami et al. 2014,10.1007/s13355-013-0224-0,"Y Kawakami, K Yamazaki, K Ohashi",Northward expansion and climatic factors affecting the distribution limits of cheilomenes sexmaculata (coleoptera: coccinellidae) in japan,2014,Applied Entomology and Zoology,Table 1,"changes in the leading edge can be visually inferred from the maps of japan in figures 1 and 3; however, these estimates are imprecise because latitude, longitude, and the coordinate system are not provided. quantitatively, the results section only indicates the post-shift latitude as ""approximately 36°n"" and the discussion states that ""the range shifted northward from 33°n to 36°n"".",24,na,"edited the entry for magnitude after recalculation. shift was computable for both latitude and longitude so the row was duplicated. the shift was calculated using the latitude and longitude coordinates of the cities based on table 1 and figure 1, of which the error is marginal considering thelarge extent of the study (western japan was the study area and sampling locations were indicated by city names). information on number of censuses was not provided in the literature. we assigned 39 for this column to present the number of studies that this e2247 study referred to build the species distribution records, based on the table 1, considering that one set of distribution survey (census) was conducted per study.",Sueyoshi
1,sub_japan,Sea of Japan,central-western sector,species,Chionoecetes opilio,Animalia,Arthropoda,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,1.0986680566595721,km/year,264.19121452740984,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Doederleinia berycoides,Animalia,Chordata,Teleostei,Acropomatiformes,Acropomatidae,Doederleinia,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,5.660887803925634,km/year,251.68248646728094,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Gadus macrocephalus,Animalia,Chordata,Teleostei,Gadiformes,Gadidae,Gadus,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,6.9995561002691655,km/year,249.54375742456128,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Arctoscopus japonicus,Animalia,Chordata,Teleostei,Perciformes,Trichodontidae,Arctoscopus,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,2.697207766187828,km/year,57.59250592558243,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Cleisthenes pinetorum,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Cleisthenes,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,1.7857846738193646,km/year,60.12340100344545,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Glyptocephalus stelleri,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,1.2379378904598592,km/year,36.05967903905497,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
1,sub_japan,Sea of Japan,central-western sector,species,Hippoglossoides dubius,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,marine,marine,fishery statistics,horizontal,centroid,abundance_cpue,abundance,1982,1982,1982,1982,2020,2020,2020,2020,39,38,NA,0.4312168881104828,km/year,39.32268990964002,NA,NA,NA,NA,NA,NA,en,E1991,Kawauchi et al. 2023,10.1016/j.rsma.2023.102899,"Y Kawauchi, Y Yagi, T Yano, K Fujiwara",Multi-decadal distribution changes of commercially important demersal species in the central-western sea of japan based on a multi-species spatiotemporal model,2023,Regional Studies in Marine Science,Fig. 6b,NA,NA,magnitude and azimuth of the horizontal shift estimated by combining latitude and longitude shift observations,NA,NA
